B L' U' B2 R' U'
U' L' D' B R' U2
B' U L' B2 U2 B2
B' U B2 L' U2 B2
B' U' L' B2 R' U2
B' U' B2 L' U2 L
U' B L' U' B2 U'
U' B L' U2 D L2
U' B L' D U2 L2
U' B L' D' R2 U2
U' B D L' U2 L'
U' B D' L' R2 U2
U' B D' R2 L' U2
U2 B' U L' B2 U2
U2 B' U B2 L' U2
U2 B' U' D2 F2 R
U2 B' D2 U' F2 R
U2 L U L2 B U2 L
U2 L U B L2 U2 L'
U2 L U' D2 R2 F' L'
B' L D F2 L2 R U'
B' L D F2 R L2 U'
U2 L D2 U' R2 F' L'
B L' R U' B2 R' U'
B L' R' U' B2 R' U'
B L' R2 U' B2 R' U'
B L' U L U D L2
B L' U L U2 B2 U'
B L' U L D U L2
B L' U L D2 F2 U
B L' U D L U L
B L' U D2 L F2 U
B L' U D2 F2 L U
B L' U' R B2 R' U'
B L' U' R' B2 R' U'
B L' U' R2 B2 R' U'
B L' U' B2 R' U' D
B L' U' B2 R' U' D'
B L' U' B2 R' U' D2
B L' U' B2 R' D U'
B L' U' B2 R' D' U'
B L' U' B2 R' D2 U'
B L' U' B2 D R' U'
B L' U' B2 D' R' U'
B L' U' B2 D2 R' U'
B L' D U L U L
B L' D' R2 U L U
U' L' D' B R' U2 D
U' L' D' B R' U2 D'
U' L' D' B R' U2 D2
U' L' D' B R' D U2
U' L' D' B R' D' U2
U' L' D' B R' D2 U2
U' L' D' B D R' U2
U' L' D' B D' R' U2
U' L' D' B D2 R' U2
U L' D' B R' U2 B'
B L' D2 U L F2 U
B L' D2 U F2 L U
B L' F U' B2 R' U'
B L' F' U' B2 R' U'
B L' F2 U' B2 R' U'
U L' B U2 D' B' L
U L' B D' U2 B' L
B' L' B2 U' R' B2 U'
U' L' B2 D' B' U2 L
L2 R2 F L2 U F2 R
R2 L2 F L2 U F2 R
L2 R2 F' D' B2 L2 R'
L2 R2 F' D' B2 R' L2
R2 L2 F' D' B2 L2 R'
R2 L2 F' D' B2 R' L2
B L2 D L F2 U2 L
B L2 D F2 L U2 L
B L2 D' L R2 U2 B2
B L2 D' R2 L U2 B2
B L2 D' R2 U2 B2 R'
B R L' U' B2 R' U'
B' R U L' B2 U2 B2
B' R U B2 L' U2 B2
B' R U' L' B2 R' U2
B' R U' B2 L' U2 L
B R' L' U' B2 R' U'
B' R' U L' B2 U2 B2
B' R' U B2 L' U2 B2
B' R' U' L' B2 R' U2
B' R' U' B2 L' U2 L
B2 R' U' B' L' R' U2
B2 R' U' B' R' L' U2
B R2 L' U' B2 R' U'
B' R2 U L' B2 U2 B2
B' R2 U B2 L' U2 B2
B' R2 U' L' B2 R' U2
B' R2 U' B2 L' U2 L
R2 U2 F2 B' U' R F
R U2 F2 B' U' R F'
F' R2 U2 B' U' F' R
R2 U2 B' U L' U2 F'
R2 U2 B' U' F2 R F
F R2 U2 B' U' F' R'
R2 U2 B' F2 U' R F
R U2 B' U' F2 R F'
R U2 B' F2 U' R F'
B' U L B2 L2 U2 B2
U' D L' D' B R' U2
B' U L' F B2 U2 B2
B' U L' F' B2 U2 B2
B' U L' F2 B2 U2 B2
B' U L' B2 U2 B2 D
B' U L' B2 U2 B2 D'
B' U L' B2 U2 B2 D2
B' U L' B2 D2 F2 U2
B' U L' B2 F U2 B2
B' U L' B2 F' U2 B2
B' U L' B2 F2 U2 B2
B' U L2 B2 U2 R' B2
B' U R' D2 F2 L' R
B' U R' D2 F2 R L'
B' U R2 D2 F2 L2 R
B' U R2 D2 F2 R L2
B' U D2 R' F2 L' R
B' U D2 R' F2 R L'
U' D B L' U' B2 U'
U' D B L' U2 D L2
U' D B L' D U2 L2
U' D B L' D' R2 U2
U' D B D L' U2 L'
U' D B D' L' R2 U2
U' D B D' R2 L' U2
U2 D B' U L' B2 U2
U2 D B' U B2 L' U2
U2 D B' U' D2 F2 R
U2 D B' D2 U' F2 R
B' U F2 B2 U2 R B2
B' U F2 B2 U2 B2 R
U' D' L' D' B R' U2
D' U' L' D' B R' U2
D2 U' L' D' B R' U2
B' U B2 L' U2 B2 D
B' U B2 L' U2 B2 D'
B' U B2 L' U2 B2 D2
B' U B2 L' D2 F2 U2
B' U B2 L' F U2 B2
B' U B2 L' F' U2 B2
B' U B2 L' F2 U2 B2
B' U B2 L2 U2 B2 R'
B' U B2 D2 L' F2 U2
B' U B2 D2 F2 U2 R
B' U B2 F2 U2 R B2
B' U B2 F2 U2 B2 R
D U' L' D' B R' U2
B' U' L B2 L2 U2 L
B' U' L' R B2 R' U2
B' U' L' R' B2 R' U2
B' U' L' R2 B2 R' U2
B' U' L' U2 L D2 F2
B' U' L' U2 D2 L F2
B' U' L' U2 D2 F2 L
B' U' L' D2 U2 L F2
B' U' L' D2 U2 F2 L
B' U' L' B2 R' U2 D
B' U' L' B2 R' U2 D'
B' U' L' B2 R' U2 D2
B' U' L' B2 R' D U2
B' U' L' B2 R' D' U2
B' U' L' B2 R' D2 U2
B' U' L' B2 D R' U2
B' U' L' B2 D' R' U2
B' U' L' B2 D2 R' U2
B U' L' U' L B2 U'
B' U' L2 B2 U2 L2 R'
B' U' L2 B2 U2 R' L2
B' U' R L' B2 R' U2
B' U' R B2 L' U2 L
B' U' R' L' B2 R' U2
L' D' B D' R' U2 B
B' U' R' B2 L' U2 L
B' U' R2 L' B2 R' U2
B' U' R2 B2 L' U2 L
D' U' B L' U' B2 U'
U' D' B L' U' B2 U'
D' U' B L' U2 D L2
U' D' B L' U2 D L2
D' U' B L' D U2 L2
U' D' B L' D U2 L2
D' U' B L' D' R2 U2
U' D' B L' D' R2 U2
D2 U' B L' U' B2 U'
D2 U' B L' U2 D L2
D2 U' B L' D U2 L2
D2 U' B L' D' R2 U2
U' D' B D L' U2 L'
D' U' B D L' U2 L'
U' D' B D' L' R2 U2
D' U' B D' L' R2 U2
U' D' B D' R2 L' U2
D' U' B D' R2 L' U2
D2 U' B D L' U2 L'
D2 U' B D' L' R2 U2
D2 U' B D' R2 L' U2
D U' B L' U' B2 U'
D U' B L' U2 D L2
D U' B L' D U2 L2
D U' B L' D' R2 U2
B' U' D2 L' U2 L F2
B' U' D2 L' U2 F2 L
D U' B D L' U2 L'
B' U' D2 F2 R D2 B2
D U' B D' L' R2 U2
D U' B D' R2 L' U2
B' U' D2 F2 D2 R B2
B' U' D2 F2 D2 B2 R
U2 D' B' U L' B2 U2
U2 D' B' U B2 L' U2
U2 D' B' U' D2 F2 R
U2 D' B' D2 U' F2 R
U' D2 L' D' B R' U2
B' U' F2 R D2 F2 B2
B' U' F2 R D2 B2 F2
B' U' F2 D2 R F2 B2
B' U' F2 D2 R B2 F2
B' U' F2 D2 B2 R F2
F2 U' B U' B2 U' R
F2 U' B U2 R D L2
F2 U' B U2 D L2 R
F2 U' B U2 D R L2
F2 U' B D U2 L2 R
F2 U' B D U2 R L2
F2 U' B D' R2 U2 R'
B2 U' B' L' U' B2 U'
B2 U' B' L' U2 D L2
B2 U' B' L' D U2 L2
B2 U' B' L' D' R2 U2
B2 U' B' D L' U2 L'
B2 U' B' D' L' R2 U2
B2 U' B' D' R2 L' U2
B' U' B2 L' R U2 L
B' U' B2 L' R' U2 L
B' U' B2 L' R2 U2 L
B' U' B2 L' U2 L D
B' U' B2 L' U2 L D'
B' U' B2 L' U2 L D2
B' U' B2 L' U2 D L
B' U' B2 L' U2 D' L
B' U' B2 L' U2 D2 L
B' U' B2 L' D U2 L
B' U' B2 L' D' U2 L
B' U' B2 L' D2 U2 L
B' U' B2 R L' U2 L
B' U' B2 R' L' U2 L
B' U' B2 R2 L' U2 L
B' U' B2 D L' U2 L
B' U' B2 D' L' U2 L
B' U' B2 D2 L' U2 L
U' D2 B L' U' B2 U'
U' D2 B L' U2 D L2
U' D2 B L' D U2 L2
U' D2 B L' D' R2 U2
U' D2 B D L' U2 L'
U' D2 B D' L' R2 U2
U' D2 B D' R2 L' U2
D' U2 B' U L' B2 U2
D' U2 B' U B2 L' U2
D' U2 B' U' D2 F2 R
D2 U2 B' U L' B2 U2
D2 U2 B' U B2 L' U2
D2 U2 B' U' D2 F2 R
D' U2 B' D2 U' F2 R
D2 U2 B' D2 U' F2 R
U2 D2 B' U L' B2 U2
U2 D2 B' U B2 L' U2
U2 D2 B' U' D2 F2 R
U2 D2 B' D2 U' F2 R
D U2 B' U L' B2 U2
B U2 R2 D L2 B2 R'
D U2 B' U B2 L' U2
D U2 B' U' D2 F2 R
D U2 B' D2 U' F2 R
L2 F L2 U' L' B U2
L2 F L2 U' B L' U2
B2 U2 B U L' B2 U2
B2 U2 B U B2 L' U2
B2 U2 B U' D2 F2 R
B2 U2 B D2 U' F2 R
B U2 F2 B2 U' R F2
F2 U2 B' U B2 U2 R
F2 U2 B' U' R D2 F2
F2 U2 B' U' D2 R F2
F2 U2 B' D L2 U' R
F2 U2 B' D2 U' R F2
F U2 B' U B2 L U2
F U2 B' U' R' D2 F2
F U2 B' U' D2 R' F2
F U2 B' U' D2 F2 R'
F U2 B' D L2 U' R'
F U2 B' D2 U' R' F2
F U2 B' D2 U' F2 R'
B U2 B2 F2 U' R F2
B' D L2 U' D' B2 R'
B D L' U L U L2
B' D L2 D' U' B2 R'
R2 F U2 B' U' R' F2
R2 F U2 B' U' F2 R'
B D L' U2 L' D' B2
L2 F B2 L2 U R' F
L2 F B2 L2 U F R'
B D' L' R2 U L U
L2 F' D' B2 L2 R' F
L2 F' D' B2 L2 F R'
L2 F' D' B2 R' L2 F
B' D' R2 U' L' U2 L
B D' R2 L' U L U
B D2 L' U L F2 U
B D2 L' U F2 L U
R2 F2 U2 B' U' R F
R F2 U2 B' U' R F'
B' D2 U R' F2 L' R
B' D2 U R' F2 R L'
U2 F2 B' U B2 U2 R
U2 F2 B' U' R D2 F2
U2 F2 B' U' D2 R F2
U2 F2 B' D L2 U' R
B' D2 U' L' U2 L F2
B' D2 U' L' U2 F2 L
U2 F2 B' D2 U' R F2
B' D2 U' F2 R D2 B2
B' D2 U' F2 D2 R B2
B' D2 U' F2 D2 B2 R
U' B L' R U' B2 U'
U' B L' R U2 D L2
U' B L' R D U2 L2
U' B L' R D' R2 U2
U' B L' R' U' B2 U'
U' B L' R' U2 D L2
U' B L' R' D U2 L2
U' B L' R' D' R2 U2
U' B L' R2 U' B2 U'
U' B L' R2 U2 D L2
U' B L' R2 D U2 L2
U' B L' R2 D' R2 U2
U' B L' U D2 F2 U
U' B L' U' B2 U' D
U' B L' U' B2 U' D'
U' B L' U' B2 U' D2
U' B L' U' B2 D U'
U' B L' U' B2 D' U'
U' B L' U' B2 D2 U'
U' B L' U2 L D L2
U' B L' U2 L' D L2
U' B L' U2 L2 D L2
U' B L' U2 D L2 D
U' B L' U2 D L2 D'
U' B L' U2 D L2 D2
U' B L' D R U2 L2
